SubjectNum,Activity,tBodyAcc-mean-Y,tBodyAcc-mean-Z,tBodyAcc-std-X,tBodyAcc-std-Y,tBodyAcc-std-Z,tGravityAcc-mean-X,tGravityAcc-mean-Y,tGravityAcc-mean-Z,tGravityAcc-std-X,tGravityAcc-std-Y,tGravityAcc-std-Z,tBodyAccJerk-mean-X,tBodyAccJerk-mean-Y,tBodyAccJerk-mean-Z,tBodyAccJerk-std-X,tBodyAccJerk-std-Y,tBodyAccJerk-std-Z,tBodyGyro-mean-X,tBodyGyro-mean-Y,tBodyGyro-mean-Z,tBodyGyro-std-X,tBodyGyro-std-Y,tBodyGyro-std-Z,tBodyGyroJerk-mean-X,tBodyGyroJerk-mean-Y,tBodyGyroJerk-mean-Z,tBodyGyroJerk-std-X,tBodyGyroJerk-std-Y,tBodyGyroJerk-std-Z,tBodyAccMag-mean,tBodyAccMag-std,tGravityAccMag-mean,tGravityAccMag-std,tBodyAccJerkMag-mean,tBodyAccJerkMag-std,tBodyGyroMag-mean,tBodyGyroMag-std,tBodyGyroJerkMag-mean,tBodyGyroJerkMag-std,fBodyAcc-mean-X,fBodyAcc-mean-Y,fBodyAcc-mean-Z,fBodyAcc-std-X,fBodyAcc-std-Y,fBodyAcc-std-Z,fBodyAccJerk-mean-X,fBodyAccJerk-mean-Y,fBodyAccJerk-mean-Z,fBodyAccJerk-std-X,fBodyAccJerk-std-Y,fBodyAccJerk-std-Z,fBodyGyro-mean-X,fBodyGyro-mean-Y,fBodyGyro-mean-Z,fBodyGyro-std-X,fBodyGyro-std-Y,fBodyGyro-std-Z,fBodyAccMag-mean,fBodyAccMag-std,fBodyBodyAccJerkMag-mean,fBodyBodyAccJerkMag-std,fBodyBodyGyroMag-mean,fBodyBodyGyroMag-std,fBodyBodyGyroJerkMag-mean,fBodyBodyGyroJerkMag-std
21,,0.277466525522059,-0.0176664578561765,-0.10877848058848,-0.672323867377451,-0.565585190336299,0.115715630752696,0.645775957808824,-0.0750963071446078,0.0321851774362745,-0.965586634460784,-0.969330818455882,-0.043004634573652,0.0822207874776961,0.00350107553584853,-0.010659072671299,-0.699763344205784,-0.66515912310562,0.177158601301471,-0.0276346639303578,-0.0784719736838971,0.0861212668362745,-0.79617228689951,-0.765057760637255,-0.00276565434828431,-0.100558317889216,-0.0408236141863333,-0.0533861046416422,-0.792483156720588,-0.815859336004902,-0.147096820937623,-0.620309259553677,-0.0386087193459135,-0.620309259553677,-0.0386087193459135,-0.703461275879657,-0.0731918015763971,-0.693779224517157,-0.0888848806166912,-0.807817403137255,-0.143709884891667,-0.693486097144118,-0.59377821414902,-0.707713799021814,-0.665349663426471,-0.578748586831863,-0.96774569370098,-0.71641413145049,-0.678615118728922,-0.767351986555392,-0.709800728388235,-0.674102360655147,-0.968571202818627,-0.752040828651961,-0.759325714811275,-0.709471420465686,-0.811026710110294,-0.771388318823529,-0.97818946129902,-0.658664719514706,-0.583876378965196,-0.679742584809363,-0.59207221201152,-0.776473060171569,-0.588907241585049,-0.826275026053922
22,,0.274767690046106,-0.0168273604077383,-0.108670376782866,-0.546089975548692,-0.491188426241527,0.185246219220156,0.609390874922118,0.0315098683115265,0.23588786398215,-0.95850446411215,-0.957323093436449,0.200721203545981,0.0791031130417757,0.0152572466619626,-0.0072287329753271,-0.584963756862305,-0.560470117123365,0.15915700641215,-0.00800630644716511,-0.0949661116922118,0.0812406584647975,-0.695919202960436,-0.784052281090343,-0.144134782438318,-0.109257561827445,-0.0384616223750156,-0.0582144293519003,-0.708898710199377,-0.859924419844237,-0.171421066866044,-0.504099198287601,-0.106124931011869,-0.504099198287601,-0.106124931011869,-0.609772829890966,-0.00690789267850467,-0.637666108456075,-0.0268998462148598,-0.794681311214953,-0.0760050479352025,-0.594929652065732,-0.508172778206231,-0.687320961149533,-0.528958812567601,-0.51558097336324,-0.943441932398754,-0.60425320237352,-0.574318114038941,-0.739701808286604,-0.602457991412617,-0.576391814080349,-0.945358588224299,-0.639575654479751,-0.79139974588785,-0.643363339819315,-0.714977903442368,-0.782046079563863,-0.947051582866044,-0.574333164853583,-0.567814392923053,-0.585442501515888,-0.511359499661994,-0.728166770031153,-0.527147083164299,-0.830191956697819
23,,0.273493254730108,-0.019589258786828,-0.109093982385242,-0.622594039757258,-0.532078546615699,0.204291205108333,0.662324737580645,0.0146209197354839,0.0518662466372043,-0.964393040295699,-0.960318907096774,0.159071830793522,0.0778588215843817,0.0200470964972984,-0.000717680881887097,-0.608183751830914,-0.61898123051828,0.272328065232151,-0.0220890418013172,-0.0825972963754032,0.074694942324328,-0.755738625241936,-0.500338191139785,-0.231299588568925,-0.0966990737225806,-0.0432722741798387,-0.0621959093526344,-0.728692138333333,-0.546043593651882,-0.30079017879457,-0.532754757205108,-0.11980388690914,-0.532754757205108,-0.11980388690914,-0.58640067170914,-0.0548695924814516,-0.544207964433387,-0.10463410029086,-0.623412641977151,0.0134625077265323,-0.599080886430645,-0.548483208943548,-0.49021281618414,-0.633839114436559,-0.554471679592178,-0.909623236021505,-0.617521836605645,-0.628231338392742,-0.578870810235484,-0.635054351475538,-0.636977610060753,-0.90978923577957,-0.685136501518817,-0.497783811010484,-0.617685416736559,-0.779197054064516,-0.50785054741371,-0.965257828225806,-0.529029284118011,-0.630005218853495,-0.542663319457527,-0.681184723083333,-0.534657191683602,-0.617142129177151,-0.584111049810215
24,,0.276767046391076,-0.0176822460103885,-0.107914503687664,-0.675459176298425,-0.582490655185302,0.084690275920105,0.69498126808399,0.0729509702152231,0.0623227714146982,-0.975329699658793,-0.96089816664042,-0.0682256632774278,0.0784735003467192,0.00396900308574016,-0.00700960558805774,-0.74030054488189,-0.685979796261942,0.03127746760958,-0.0212578096847769,-0.0782440202677165,0.0841740375981627,-0.776199049939633,-0.763365457296588,-0.052708779152231,-0.0998294248142257,-0.0390749421383202,-0.0552987683401575,-0.764490030609974,-0.792718702440945,-0.112961231426877,-0.620032665162467,0.00596607212448819,-0.620032665162467,0.00596607212448819,-0.713667423769029,0.0124381577168504,-0.682447212750656,-0.0306228875627297,-0.791646550787402,-0.0159949722580053,-0.707613779580052,-0.611509042586877,-0.65585899482231,-0.664356691751496,-0.594676790059055,-0.962554466115485,-0.752245372493438,-0.703641614506562,-0.719655747391076,-0.751378154304462,-0.688280461860892,-0.964895950498688,-0.722607377748032,-0.753710479580053,-0.709488576876641,-0.794063529133858,-0.771969808976378,-0.987388091706037,-0.650121872273806,-0.630239074390551,-0.696845583388452,-0.510962120490945,-0.754131617480315,-0.616326058035171,-0.795019165380577
25,,0.275301467772127,-0.0193221769314914,-0.10962903098044,-0.716264537547677,-0.53142103560269,-0.0232163159468215,0.672386622127139,0.0471601427530562,0.239226040930391,-0.950017091344743,-0.901088770963325,-0.00150967354816626,0.0817657442063814,0.00638633884442543,-0.010346171499489,-0.79682335007335,-0.722502919364303,-0.068508769675379,-0.00298151164792176,-0.083900354157824,0.0993606079900489,-0.683131970775061,-0.752261013276284,-0.149042765371638,-0.108263884562298,-0.0389884753435208,-0.0555782223647433,-0.768682473178484,-0.902628080757946,-0.116503418508093,-0.583377749713936,0.0233690471588655,-0.583377749713936,0.0233690471588655,-0.783445354474328,-0.113521480359364,-0.625733064258924,0.012931100845379,-0.849630706259169,-0.247997611451589,-0.748416509682152,-0.600027697242054,-0.738509947579462,-0.705223686579951,-0.529064652290954,-0.989882439877751,-0.804144642836186,-0.740570312249389,-0.849504849486553,-0.807712525721271,-0.721707668572127,-0.992053083031785,-0.672197763601467,-0.81313379207824,-0.746832213594132,-0.690398481943765,-0.723584437530562,-0.99345603398533,-0.69501971,-0.595202505013692,-0.779190075892421,-0.506172195461858,-0.754236109755501,-0.541920945777213,-0.875970674743276
26,,0.2730365808625,-0.0161687277463495,-0.107637894928571,-0.623101031168367,-0.585967142418112,0.154561322995663,0.615123534668367,0.10870478277551,0.234107010472449,-0.96781789994898,-0.959713562227041,0.229759376393367,0.0808743261341837,0.00767709978181123,-0.00724891943768878,-0.682815652993112,-0.678386582086227,0.0127334921704847,-0.020659932105102,-0.0827415060904082,0.0917853294044643,-0.766673970339286,-0.800675471045918,-0.254958358859923,-0.0988125627461224,-0.040476400288852,-0.0558282743354031,-0.732321370690816,-0.836112175331633,-0.181869952947832,-0.600932264175765,-0.0705082549148725,-0.600932264175765,-0.0705082549148725,-0.694917859209184,0.00435349747548469,-0.694597662936225,-0.0784602919170918,-0.798325916709184,-0.0127232345195408,-0.65109030186199,-0.610425833240306,-0.724046087155612,-0.61349959767602,-0.600274809826276,-0.969983158673469,-0.699413168295663,-0.696726473912755,-0.76956529125,-0.694314518927551,-0.6803580612,-0.971583030510204,-0.703109561068878,-0.799353075357143,-0.689404846813776,-0.78740310059949,-0.803635337372449,-0.977871272576531,-0.6317569828625,-0.617271297821684,-0.679278323637755,-0.625751216105357,-0.770504884821429,-0.568792938145944,-0.823865297193878
27,,0.277264567074468,-0.0167969215592152,-0.110848300413564,-0.660976085218085,-0.630460488658511,0.210613966874601,0.627230079867021,0.032242387143617,0.14116869604876,-0.974620173404255,-0.972505174787234,0.203353660412234,0.0768320396617021,0.00617714992829521,-0.00495000607441489,-0.700549974357447,-0.674792293475665,0.126150843563856,-0.0608887602789628,-0.0552177945716489,0.108947089653191,-0.795853557018617,-0.802048718989362,-0.213302787373936,-0.0893066039356303,-0.0450414487725798,-0.0586254676047872,-0.8210758325,-0.837320211489362,-0.137240110917633,-0.627947737417819,-0.103791642539096,-0.627947737417819,-0.103791642539096,-0.70180744799867,-0.0969437376992287,-0.694016019806117,-0.103564766894149,-0.823067662473404,-0.134360131752926,-0.681454795855319,-0.641267840429521,-0.715482857547872,-0.654659392263298,-0.649506674776596,-0.968102709734043,-0.714554678365692,-0.694509658473138,-0.76857445225266,-0.712857956529255,-0.675744794384309,-0.968860748962766,-0.768505711292553,-0.795433953608777,-0.702788513114362,-0.806288410297872,-0.808791849202128,-0.975086676675532,-0.667185803946809,-0.697827826617819,-0.688572791044947,-0.631641320984043,-0.785953610106383,-0.53967537362766,-0.837585999827128
28,,0.277532554764398,-0.0191721442063089,-0.109710873104188,-0.649040391307853,-0.573651895933508,0.0249844611486126,0.62376789513089,-0.14757775521466,-0.0469931021049738,-0.973873328062827,-0.960365626256545,-0.134631385823482,0.0807263062382199,0.0138224436546073,0.000824208324801046,-0.680813725392147,-0.651619848945026,0.103389348097775,-0.064496354556466,-0.0471474023101021,0.100840281329581,-0.740276591873298,-0.741285540196335,-0.0501202827151833,-0.0881213551172775,-0.0447972595862042,-0.0607680707408115,-0.720515676293194,-0.825038783246073,-0.23603788155411,-0.610030902501309,-0.0530375117037173,-0.610030902501309,-0.0530375117037173,-0.689429387759162,-0.0505930038282173,-0.648538641430367,-0.0645200858246073,-0.78929494326178,-0.159034752953717,-0.654156519193717,-0.584932500113874,-0.715134474431937,-0.647807192984293,-0.595110472615916,-0.970187240497382,-0.686723799059424,-0.670718095926963,-0.779061720358639,-0.704073382410995,-0.654855915271466,-0.970017687172775,-0.674356656020942,-0.747067907931937,-0.673513886890838,-0.762030978010471,-0.740819453429319,-0.976605311256544,-0.628763247405236,-0.614626366078011,-0.675428720467801,-0.612522023235026,-0.73790809206911,-0.621167550689005,-0.806882151753927
29,,0.279111521944767,-0.018471953048314,-0.108675612269477,-0.574295395364826,-0.598400275636657,0.183195123992471,0.683067625610465,0.115489757911628,0.208215370043721,-0.973282885843023,-0.964643161017442,0.315675967878488,0.0788382324713372,0.00900161248883721,-0.00355290542467733,-0.623456414216366,-0.635499779848779,0.0786830469118314,-0.0101831910869331,-0.0882883296441861,0.0881626266546221,-0.73469927369157,-0.634569173421512,-0.130875765558343,-0.100707751809855,-0.0464322029527616,-0.0527859990316861,-0.736117664139535,-0.853639613139535,-0.0825718458107558,-0.553585593347965,-0.0486612479003198,-0.553585593347965,-0.0486612479003198,-0.664538060484884,-0.0447853077252326,-0.602228993700349,-0.0762147465662791,-0.802293906366279,-0.20864651869157,-0.579901000186134,-0.587686308146221,-0.680547675465116,-0.5727879490375,-0.630978844851831,-0.957086441540698,-0.629875853152035,-0.641289075786337,-0.768433928313954,-0.651564188964826,-0.655526116655523,-0.957088262034884,-0.685747413486628,-0.735972301656977,-0.689221357718023,-0.752567831707849,-0.588857987485174,-0.969637746773256,-0.589294014734302,-0.684531116735465,-0.609879937469099,-0.721968309647093,-0.722018434984302,-0.61090805500843,-0.840464164156977
30,,0.276305836721932,-0.0175856077340209,-0.10589355727859,-0.615890785389034,-0.519047387875457,-0.0731762491522976,0.696858200678851,0.0512698188974987,0.184343178348037,-0.974319118563969,-0.952288292767624,-0.150781239767885,0.0734799270148825,0.00730438257971279,-0.000653871890373369,-0.679007254150131,-0.6607705539047,0.0210015119944125,-0.0354229280326632,-0.0717482452402089,0.0834544586693995,-0.671005846122715,-0.538990663942298,-0.12437835701671,-0.0926769005274151,-0.0412903779669452,-0.0493556177875196,-0.780636429556136,-0.79894807305483,0.00419606993224543,-0.538131194183003,0.0156356700728198,-0.538131194183003,0.0156356700728198,-0.697050126998956,-0.0613266527167363,-0.510032754098199,0.0486629021589034,-0.785870931331593,-0.142213704439031,-0.635650125322193,-0.55849001001906,-0.634958546900783,-0.609238911508407,-0.531321491840992,-0.966196151436031,-0.685307771157441,-0.671673670524282,-0.755432212793734,-0.701879208571802,-0.672622022924282,-0.966699485770235,-0.667418236692689,-0.629910665959817,-0.615699347830287,-0.676801995680601,-0.496310421449608,-0.984320551018277,-0.600372067046214,-0.687026182382507,-0.656339723754047,-0.575800840653525,-0.669600510563003,-0.470270666193212,-0.811292332428199
