Citation,Tag,ExpMM,ExpYY,State,Make,Address,ViolCode,Description,ViolFine,ViolDate,Balance,PenaltyDate,OpenFine,OpenPenalty,ImportDate,Neighborhood,PoliceDistrict,CouncilDistrict,Location,2010 Census Neighborhoods,2010 Census Wards Precincts,Zip Codes
56548424,8EA2388,10,21,MD,MERZ,E 33rd St EB @ Loch Raven Blvd,030,Red Light Violation,75.00,07/24/2020 05:28:00 PM,75.00,,75.00,0.00,,,,,,,,
56548051,8DX0769,07,21,MD,CHEV,W Pratt St EB @ S MLK Jr Blvd,030,Red Light Violation,75.00,07/24/2020 05:28:00 PM,75.00,,75.00,0.00,,,,,,,,
56547996,KMP1474,00,0,PA,NISSA,E North Ave WB @ N Howard St,030,Red Light Violation,75.00,07/24/2020 05:19:00 PM,75.00,,75.00,0.00,,,,,,,,
56547970,1EC1012,12,21,MD,CHRY,York Rd SB @ E Cold Spring Ln,030,Red Light Violation,75.00,07/24/2020 05:16:00 PM,75.00,,75.00,0.00,,,,,,,,
56548333,7DG0938,04,22,MD,NISS,Frederick Ave WB @ S Beechfiel,030,Red Light Violation,75.00,07/24/2020 05:12:00 PM,75.00,,75.00,0.00,,,,,,,,
56548309,8BN3932,07,20,MD,HOND,E North Ave WB @ Harford Rd,030,Red Light Violation,75.00,07/24/2020 05:12:00 PM,75.00,,75.00,0.00,,,,,,,,
56547913,4EG2676,06,22,MD,HOND,Gwynns Falls Pkwy EB @ Reister,030,Red Light Violation,75.00,07/24/2020 05:08:00 PM,75.00,,75.00,0.00,,,,,,,,
56549083,1CX2048,05,22,MD,ACUR,Pulaski Hwy EB @ N North Point,030,Red Light Violation,75.00,07/24/2020 05:08:00 PM,75.00,,75.00,0.00,,,,,,,,
56547905,UKB2716,00,0,VA,TOYT,E Northern Pkwy WB @ N Charles,030,Red Light Violation,75.00,07/24/2020 05:07:00 PM,75.00,,75.00,0.00,,,,,,,,
56547814,4DL5501,09,20,MD,HOND,N Fulton Ave NB @ W North Ave,030,Red Light Violation,75.00,07/24/2020 05:01:00 PM,75.00,,75.00,0.00,,,,,,,,
56547798,9DL6045,09,20,MD,NISS,Windsor Mill Rd WB @ N Forest,030,Red Light Violation,75.00,07/24/2020 05:00:00 PM,75.00,,75.00,0.00,,,,,,,,
56548929,VKF1073,00,0,VA,DODG,Pulaski Hwy EB @ N North Point,030,Red Light Violation,75.00,07/24/2020 05:00:00 PM,75.00,,75.00,0.00,,,,,,,,
56548838,LHS5686,00,0,PA,HONDA,N President St SB @ E Fayette,030,Red Light Violation,75.00,07/24/2020 04:59:00 PM,75.00,,75.00,0.00,,,,,,,,
56548911,STC0703,09,21,MD,LEXU,S MLK Jr Blvd NB @ Washington,030,Red Light Violation,75.00,07/24/2020 04:59:00 PM,75.00,,75.00,0.00,,,,,,,,
56548903,7DY8333,08,21,MD,TOYT,Loch Raven Blvd NB @ E Belvede,030,Red Light Violation,75.00,07/24/2020 04:57:00 PM,75.00,,75.00,0.00,,,,,,,,
56547491,7DP0240,12,20,MD,HYUN,Windsor Mill Rd WB @ N Forest,030,Red Light Violation,75.00,07/24/2020 04:55:00 PM,75.00,,75.00,0.00,,,,,,,,
56547871,8EC2042,01,22,MD,HYUN,N President St SB @ E Fayette,030,Red Light Violation,75.00,07/24/2020 04:55:00 PM,75.00,,75.00,0.00,,,,,,,,
56548127,4EF3202,05,22,MD,LEXS,E Madison St WB @ N Linwood Av,030,Red Light Violation,75.00,07/24/2020 04:50:00 PM,75.00,,75.00,0.00,,,,,,,,
56547434,9MD0850,06,20,MD,TOYT,S MLK Jr Blvd SB @ Washington,030,Red Light Violation,75.00,07/24/2020 04:44:00 PM,75.00,,75.00,0.00,,,,,,,,
56547442,6DP7709,02,21,MD,HOND,S MLK Jr Blvd SB @ Washington,030,Red Light Violation,75.00,07/24/2020 04:44:00 PM,75.00,,75.00,0.00,,,,,,,,
56547426,VKX7800,00,0,VA,MINI,S MLK Jr Blvd SB @ Washington,030,Red Light Violation,75.00,07/24/2020 04:44:00 PM,75.00,,75.00,0.00,,,,,,,,
56547632,8ED8768,02,22,MD,HOND,E Northern Pkwy WB @ N Charles,030,Red Light Violation,75.00,07/24/2020 04:42:00 PM,75.00,,75.00,0.00,,,,,,,,
56548739,6EA1828,10,21,MD,TOYT,Pennsylvania Ave NB @ Dolphin,030,Red Light Violation,75.00,07/24/2020 04:42:00 PM,75.00,,75.00,0.00,,,,,,,,
56548861,7DN2724,12,20,MD,NISS,E North Ave WB @ N Howard St,030,Red Light Violation,75.00,07/24/2020 04:41:00 PM,75.00,,75.00,0.00,,,,,,,,
56547525,4DH5730,07,20,MD,NISS,Pennsylvania Ave NB @ Dolphin,030,Red Light Violation,75.00,07/24/2020 04:39:00 PM,75.00,,75.00,0.00,,,,,,,,
56548853,4DX3501,07,21,MD,CHEV,Liberty Heights Ave WB @ W Nor,030,Red Light Violation,75.00,07/24/2020 04:34:00 PM,75.00,,75.00,0.00,,,,,,,,
56547830,1CR3896,11,20,MD,CHEV,N President St SB @ E Fayette,030,Red Light Violation,75.00,07/24/2020 04:29:00 PM,75.00,,75.00,0.00,,,,,,,,
56547285,7BX0328,04,21,MD,FORD,The Alameda NB @ Argonne,030,Red Light Violation,75.00,07/24/2020 04:25:00 PM,75.00,,75.00,0.00,,,,,,,,
56547244,2BV9803,12,20,MD,KIA,N Eutaw St NB @ W Saratoga St,030,Red Light Violation,75.00,07/24/2020 04:24:00 PM,75.00,,75.00,0.00,,,,,,,,
56547194,5EF7134,06,20,MD,DODG,W 41st St WB @ Falls Rd,030,Red Light Violation,75.00,07/24/2020 04:20:00 PM,75.00,,75.00,0.00,,,,,,,,
56547210,8EA3048,10,21,MD,HOND,Windsor Mill Rd WB @ N Forest,030,Red Light Violation,75.00,07/24/2020 04:16:00 PM,75.00,,75.00,0.00,,,,,,,,
56547228,5DN0450,01,21,MD,ACUR,N Eutaw St NB @ W Saratoga St,030,Red Light Violation,75.00,07/24/2020 04:14:00 PM,75.00,,75.00,0.00,,,,,,,,
56547699,2CA9283,06,21,MD,JEEP,N President St SB @ E Fayette,030,Red Light Violation,75.00,07/24/2020 04:13:00 PM,75.00,,75.00,0.00,,,,,,,,
56547236,29269M3,10,20,MD,GMC,E 33rd St WB @ Greenmount Ave,030,Red Light Violation,75.00,07/24/2020 04:12:00 PM,75.00,,75.00,0.00,,,,,,,,
56547251,3ED5361,03,21,MD,TOYT,E North Ave WB @ N Howard St,030,Red Light Violation,75.00,07/24/2020 04:11:00 PM,75.00,,75.00,0.00,,,,,,,,
56547269,3DR2890,04,21,MD,CADI,E North Ave WB @ N Howard St,030,Red Light Violation,75.00,07/24/2020 04:09:00 PM,75.00,,75.00,0.00,,,,,,,,
56547764,8EF8567,08,20,MD,TOYT,Light St SB @ W Pratt St,030,Red Light Violation,75.00,07/24/2020 04:07:00 PM,75.00,,75.00,0.00,,,,,,,,
56547400,1DT0668,05,21,MD,HOND,Gwynns Falls Pkwy EB @ Reister,030,Red Light Violation,75.00,07/24/2020 04:06:00 PM,75.00,,75.00,0.00,,,,,,,,
56548697,5DB9534,11,21,MD,TOYT,Dundalk Ave NB @ O'Donnell St,030,Red Light Violation,75.00,07/24/2020 04:05:00 PM,75.00,,75.00,0.00,,,,,,,,
56547806,5BW4227,02,21,MD,LEXS,N President St SB @ E Fayette,030,Red Light Violation,75.00,07/24/2020 04:05:00 PM,75.00,,75.00,0.00,,,,,,,,
56548648,JXZ3198,00,0,PA,TOYOT,E Pratt St EB @ Light St,030,Red Light Violation,75.00,07/24/2020 03:57:00 PM,75.00,,75.00,0.00,,,,,,,,
56548630,BZD8565,00,0,TX,NISS,E Pratt St EB @ Light St,030,Red Light Violation,75.00,07/24/2020 03:56:00 PM,75.00,,75.00,0.00,,,,,,,,
56548614,9EF1717,07,22,MD,KIA,E North Ave WB @ N Howard St,030,Red Light Violation,75.00,07/24/2020 03:54:00 PM,75.00,,75.00,0.00,,,,,,,,
56548606,3DZ7884,09,20,MD,NISS,N Forest Park Ave NB @ Windsor,030,Red Light Violation,75.00,07/24/2020 03:54:00 PM,75.00,,75.00,0.00,,,,,,,,
56548598,2CV8135,03,21,MD,BMW,N President St NB @ E Fayette,030,Red Light Violation,75.00,07/24/2020 03:54:00 PM,75.00,,75.00,0.00,,,,,,,,
56548556,2EG1505,06,22,MD,HOND,Light St SB @ W Pratt St,030,Red Light Violation,75.00,07/24/2020 03:50:00 PM,75.00,,75.00,0.00,,,,,,,,
56548549,7DR7615,03,21,MD,TOYT,N Calvert St NB @ E Baltimore,030,Red Light Violation,75.00,07/24/2020 03:50:00 PM,75.00,,75.00,0.00,,,,,,,,
56548515,3EE4204,04,20,MD,NISS,Belair Rd SB @ Erdman Ave,030,Red Light Violation,75.00,07/24/2020 03:48:00 PM,75.00,,75.00,0.00,,,,,,,,
56548481,8DK6524,07,22,MD,RAM,Windsor Mill Rd EB @ N Forest,030,Red Light Violation,75.00,07/24/2020 03:45:00 PM,75.00,,75.00,0.00,,,,,,,,
56548473,ZPB1106,11,21,MD,CHEV,S MLK Jr Blvd NB @ Washington,030,Red Light Violation,75.00,07/24/2020 03:44:00 PM,75.00,,75.00,0.00,,,,,,,,
56548465,8CT5706,03,21,MD,NISS,N Calvert St NB @ E Baltimore,030,Red Light Violation,75.00,07/24/2020 03:41:00 PM,75.00,,75.00,0.00,,,,,,,,
56548440,2DZ9176,10,21,MD,KIA,E Monument St EB @ N Broadway,030,Red Light Violation,75.00,07/24/2020 03:38:00 PM,75.00,,75.00,0.00,,,,,,,,
56548432,1EF2186,04,22,MD,VOLK,Belair Rd SB @ Erdman Ave,030,Red Light Violation,75.00,07/24/2020 03:37:00 PM,75.00,,75.00,0.00,,,,,,,,
56551147,5DY2644,10,20,MD,FORD,Pulaski Hwy EB @ Moravia Park,030,Red Light Violation,75.00,07/24/2020 03:36:00 PM,75.00,,75.00,0.00,,,,,,,,
56548358,33741CJ,07,22,MD,HOND,N President St SB @ E Fayette,030,Red Light Violation,75.00,07/24/2020 03:33:00 PM,75.00,,75.00,0.00,,,,,,,,
56548325,5EA8232,11,21,MD,NISS,Pennsylvania Ave SB @ Dolphin,030,Red Light Violation,75.00,07/24/2020 03:32:00 PM,75.00,,75.00,0.00,,,,,,,,
56548317,5DZ6107,08,21,MD,FORD,Loch Raven Blvd NB @ E Belvede,030,Red Light Violation,75.00,07/24/2020 03:31:00 PM,75.00,,75.00,0.00,,,,,,,,
56549109,7DK6754,08,20,MD,JEEP,W Lombard St WB @ S Charles St,030,Red Light Violation,75.00,07/24/2020 03:31:00 PM,75.00,,75.00,0.00,,,,,,,,
56551154,LBB7993,00,0,PA,JEEP,Pulaski Hwy EB @ Moravia Park,030,Red Light Violation,75.00,07/24/2020 03:27:00 PM,75.00,,75.00,0.00,,,,,,,,
56548275,5DW4347,06,21,MD,FORD,Erdman Ave EB @ N Macon St,030,Red Light Violation,75.00,07/24/2020 03:26:00 PM,75.00,,75.00,0.00,,,,,,,,
56548259,3DR2161,02,21,MD,NISS,N President St SB @ E Fayette,030,Red Light Violation,75.00,07/24/2020 03:21:00 PM,75.00,,75.00,0.00,,,,,,,,
56548200,7ED7602,02,22,MD,CHEV,Caton Ave SB @ Wilkens Ave,030,Red Light Violation,75.00,07/24/2020 03:18:00 PM,75.00,,75.00,0.00,,,,,,,,
56549026,2DJ6312,07,22,MD,TOYT,Wilkens Ave WB @ Caton Ave,030,Red Light Violation,75.00,07/24/2020 03:18:00 PM,75.00,,75.00,0.00,,,,,,,,
56548085,7DZ2359,10,20,MD,FORD,Pulaski Hwy EB @ N North Point,030,Red Light Violation,75.00,07/24/2020 03:17:00 PM,75.00,,75.00,0.00,,,,,,,,
56547723,7DW5236,05,22,MD,LEXS,E North Ave EB @ Harford Ave/R,030,Red Light Violation,75.00,07/24/2020 03:16:00 PM,75.00,,75.00,0.00,,,,,,,,
56547715,U35LKP,00,0,NJ,VOLKS,Caton Ave SB @ Wilkens Ave,030,Red Light Violation,75.00,07/24/2020 03:15:00 PM,75.00,,75.00,0.00,,,,,,,,
56548077,LDX6371,00,0,PA,HONDA,Pulaski Hwy EB @ N North Point,030,Red Light Violation,75.00,07/24/2020 03:15:00 PM,75.00,,75.00,0.00,,,,,,,,
56547707,7ED8270,05,22,MD,JEEP,N President St SB @ E Fayette,030,Red Light Violation,75.00,07/24/2020 03:15:00 PM,75.00,,75.00,0.00,,,,,,,,
56548705,5DK3227,07,20,MD,BMW,Reisterstown Rd SB @ Gwynns Fa,030,Red Light Violation,75.00,07/24/2020 03:11:00 PM,75.00,,75.00,0.00,,,,,,,,
56548960,1BC8162,05,22,MD,CHEV,W Cold Spring Lane EB @ Falls,030,Red Light Violation,75.00,07/24/2020 03:11:00 PM,75.00,,75.00,0.00,,,,,,,,
56548176,8DK9906,08,20,MD,FORD,Pennsylvania Ave NB @ Dolphin,030,Red Light Violation,75.00,07/24/2020 03:10:00 PM,75.00,,75.00,0.00,,,,,,,,
56549505,6EE6222,04,22,MD,NISS,E North Ave WB @ N Howard St,030,Red Light Violation,75.00,07/24/2020 03:07:00 PM,75.00,,75.00,0.00,,,,,,,,
56548374,JHF8882,12,19,NY,CHRY,Frederick Ave WB @ S Beechfiel,030,Red Light Violation,75.00,07/24/2020 03:04:00 PM,75.00,,75.00,0.00,,,,,,,,
56547608,2EE7035,04,20,MD,LEXS,Russell St NB @ Bush St,030,Red Light Violation,75.00,07/24/2020 02:58:00 PM,75.00,,75.00,0.00,,,,,,,,
56547590,7BP0518,09,20,MD,TOYT,Russell St NB @ Bush St,030,Red Light Violation,75.00,07/24/2020 02:56:00 PM,75.00,,75.00,0.00,,,,,,,,
56547731,UTE6900,00,0,VA,JEEP,N Fulton Ave NB @ W North Ave,030,Red Light Violation,75.00,07/24/2020 02:53:00 PM,75.00,,75.00,0.00,,,,,,,,
56547574,3DF3290,02,22,MD,JEEP,Frederick Ave EB @ S Beechfiel,030,Red Light Violation,75.00,07/24/2020 02:51:00 PM,75.00,,75.00,0.00,,,,,,,,
56547533,1EG7039,07,20,MD,HOND,E 33rd St WB @ Greenmount Ave,030,Red Light Violation,75.00,07/24/2020 02:50:00 PM,75.00,,75.00,0.00,,,,,,,,
56547954,5AA0535,07,20,MD,FORD,Dundalk Ave NB @ O'Donnell St,030,Red Light Violation,75.00,07/24/2020 02:50:00 PM,75.00,,75.00,0.00,,,,,,,,
56547921,6BV2918,01,21,MD,DODG,Falls Rd NB @ W 41st St,030,Red Light Violation,75.00,07/24/2020 02:49:00 PM,75.00,,75.00,0.00,,,,,,,,
56547467,VUD6713,00,0,VA,TOYT,Gwynns Falls Pkwy EB @ Reister,030,Red Light Violation,75.00,07/24/2020 02:42:00 PM,75.00,,75.00,0.00,,,,,,,,
56547475,9EF2377,07,22,MD,AUDI,Reisterstown Rd SB @ Patterson,030,Red Light Violation,75.00,07/24/2020 02:40:00 PM,75.00,,75.00,0.00,,,,,,,,
56548283,9DD4468,12,21,MD,CHEV,Pulaski Hwy EB @ N North Point,030,Red Light Violation,75.00,07/24/2020 02:38:00 PM,75.00,,75.00,0.00,,,,,,,,
56547301,1EC6511,01,21,MD,NISS,The Alameda NB @ Argonne,030,Red Light Violation,75.00,07/24/2020 02:35:00 PM,75.00,,75.00,0.00,,,,,,,,
56547160,342Z58,07,22,MD,MAZD,S Monroe St NB @ Washington Bl,030,Red Light Violation,75.00,07/24/2020 02:32:00 PM,75.00,,75.00,0.00,,,,,,,,
56547129,8EA4387,11,20,MD,CADI,N President St SB @ E Fayette,030,Red Light Violation,75.00,07/24/2020 02:29:00 PM,75.00,,75.00,0.00,,,,,,,,
56547111,98993CH,06,21,MD,HYUN,N Eutaw St NB @ W Saratoga St,030,Red Light Violation,75.00,07/24/2020 02:28:00 PM,75.00,,75.00,0.00,,,,,,,,
56547186,8EE0173,05,21,MD,JEEP,N Calvert St NB @ E Baltimore,030,Red Light Violation,75.00,07/24/2020 02:28:00 PM,75.00,,75.00,0.00,,,,,,,,
56544910,6DK2531,08,20,MD,SUBA,E Cold Spring Ln WB @ York Rd,030,Red Light Violation,75.00,07/24/2020 02:26:00 PM,75.00,,75.00,0.00,,,,,,,,
56550255,6844YS,09,20,FL,PONT,E North Ave WB @ N Howard St,030,Red Light Violation,75.00,07/24/2020 02:24:00 PM,75.00,,75.00,0.00,,,,,,,,
56547095,7DX0922,08,21,MD,KIA,Reisterstown Rd SB @ Gwynns Fa,030,Red Light Violation,75.00,07/24/2020 02:23:00 PM,75.00,,75.00,0.00,,,,,,,,
56546931,4EB6501,11,21,MD,VOLK,N Calvert St NB @ E Baltimore,030,Red Light Violation,75.00,07/24/2020 02:18:00 PM,75.00,,75.00,0.00,,,,,,,,
56546915,2EF7881,05,22,MD,BMW,E North Ave WB @ N Howard St,030,Red Light Violation,75.00,07/24/2020 02:17:00 PM,75.00,,75.00,0.00,,,,,,,,
56546923,7ED3359,04,22,MD,FORD,E North Ave WB @ N Howard St,030,Red Light Violation,75.00,07/24/2020 02:17:00 PM,75.00,,75.00,0.00,,,,,,,,
56546899,UZL8563,00,0,VA,HOND,Frederick Ave WB @ S Beechfiel,030,Red Light Violation,75.00,07/24/2020 02:12:00 PM,75.00,,75.00,0.00,,,,,,,,
56546881,5EF8374,07,20,MD,HOND,Light St SB @ W Pratt St,030,Red Light Violation,75.00,07/24/2020 02:12:00 PM,75.00,,75.00,0.00,,,,,,,,
56547087,60133CJ,05,21,MD,HOND,Gwynns Falls Pkwy EB @ Reister,030,Red Light Violation,75.00,07/24/2020 02:09:00 PM,75.00,,75.00,0.00,,,,,,,,
56544845,3CB7904,07,21,MD,FORD,N Calvert St NB @ E Baltimore,030,Red Light Violation,75.00,07/24/2020 02:03:00 PM,75.00,,75.00,0.00,,,,,,,,
56544829,URW8742,00,0,VA,ACUR,Pulaski Hwy EB @ N North Point,030,Red Light Violation,75.00,07/24/2020 02:02:00 PM,75.00,,75.00,0.00,,,,,,,,
56550693,237Z21,07,22,MD,MERC,E Madison St WB @ N Linwood Av,030,Red Light Violation,75.00,07/24/2020 01:53:00 PM,75.00,,75.00,0.00,,,,,,,,
56544787,MT0217,12,99,MD,RAM,Pennsylvania Ave NB @ Dolphin,030,Red Light Violation,75.00,07/24/2020 01:53:00 PM,75.00,,75.00,0.00,,,,,,,,
56544779,2DY8841,07,21,MD,TOYT,Park Heights Ave NB @ W Belved,030,Red Light Violation,75.00,07/24/2020 01:52:00 PM,75.00,,75.00,0.00,,,,,,,,
56544761,9CV5170,03,22,MD,ACUR,Frederick Ave WB @ S Beechfiel,030,Red Light Violation,75.00,07/24/2020 01:50:00 PM,75.00,,75.00,0.00,,,,,,,,
56544753,005M477,08,21,MD,FORD,Erdman Ave EB @ Belair Rd,030,Red Light Violation,75.00,07/24/2020 01:48:00 PM,75.00,,75.00,0.00,,,,,,,,
56544746,7BP5282,11,20,MD,JEEP,Dundalk Ave SB @ O'Donnell St,030,Red Light Violation,75.00,07/24/2020 01:47:00 PM,75.00,,75.00,0.00,,,,,,,,
56546824,UTH2371,00,0,VA,KIA,E North Ave WB @ N Howard St,030,Red Light Violation,75.00,07/24/2020 01:44:00 PM,75.00,,75.00,0.00,,,,,,,,
56546808,7EE5818,07,22,MD,HOND,Reisterstown Rd SB @ Patterson,030,Red Light Violation,75.00,07/24/2020 01:42:00 PM,75.00,,75.00,0.00,,,,,,,,
56546790,2DX0830,06,21,MD,VOLK,The Alameda SB @ Argonne,030,Red Light Violation,75.00,07/24/2020 01:40:00 PM,75.00,,75.00,0.00,,,,,,,,
56546782,1DJ6821,08,21,MD,CHEV,S MLK Jr Blvd SB @ W Pratt St,030,Red Light Violation,75.00,07/24/2020 01:36:00 PM,75.00,,75.00,0.00,,,,,,,,
56546774,5DZ2652,09,21,MD,KIA,E North Ave EB @ Harford Ave/R,030,Red Light Violation,75.00,07/24/2020 01:36:00 PM,75.00,,75.00,0.00,,,,,,,,
56546683,5EG6219,08,20,MD,VOLK,S Monroe St SB @ Washington Bl,030,Red Light Violation,75.00,07/24/2020 01:34:00 PM,75.00,,75.00,0.00,,,,,,,,
56546675,1EG9265,07,20,MD,TOYT,E North Ave WB @ N Howard St,030,Red Light Violation,75.00,07/24/2020 01:34:00 PM,75.00,,75.00,0.00,,,,,,,,
56546766,65567HV,02,21,MD,FORD,E North Ave WB @ N Howard St,030,Red Light Violation,75.00,07/24/2020 01:31:00 PM,75.00,,75.00,0.00,,,,,,,,
56550669,7DM5998,10,20,MD,TOYT,Pulaski Hwy EB @ Moravia Park,030,Red Light Violation,75.00,07/24/2020 01:31:00 PM,75.00,,75.00,0.00,,,,,,,,
56546758,7DN6026,11,20,MD,CHEV,Light St SB @ W Pratt St,030,Red Light Violation,75.00,07/24/2020 01:30:00 PM,75.00,,75.00,0.00,,,,,,,,
56546741,6ED3353,02,22,MD,VOLK,E North Ave WB @ N Howard St,030,Red Light Violation,75.00,07/24/2020 01:29:00 PM,75.00,,75.00,0.00,,,,,,,,
56546733,40528M0,03,22,MD,CHEV,N President St SB @ E Fayette,030,Red Light Violation,75.00,07/24/2020 01:27:00 PM,75.00,,75.00,0.00,,,,,,,,
56546717,5BN8363,11,21,MD,NISS,E 33rd St WB @ Greenmount Ave,030,Red Light Violation,75.00,07/24/2020 01:25:00 PM,75.00,,75.00,0.00,,,,,,,,
56547046,8DF8937,04,22,MD,CHEV,Reisterstown Rd SB @ Patterson,030,Red Light Violation,75.00,07/24/2020 01:23:00 PM,75.00,,75.00,0.00,,,,,,,,
56544894,TAC3687,00,0,NC,FORD,E Monument St EB @ N Broadway,030,Red Light Violation,75.00,07/24/2020 01:22:00 PM,75.00,,75.00,0.00,,,,,,,,
56547020,4DY2141,08,21,MD,NISS,N President St SB @ E Fayette,030,Red Light Violation,75.00,07/24/2020 01:18:00 PM,75.00,,75.00,0.00,,,,,,,,
56547012,6CB9806,09,21,MD,KIA,Falls Rd SB @ W 41st St,030,Red Light Violation,75.00,07/24/2020 01:16:00 PM,75.00,,75.00,0.00,,,,,,,,
56547004,3CZ1116,06,21,MD,JEEP,Caton Ave NB @ Wilkens Ave,030,Red Light Violation,75.00,07/24/2020 01:14:00 PM,75.00,,75.00,0.00,,,,,,,,
56546998,06F067,08,21,MD,FORD,Pennsylvania Ave NB @ Dolphin,030,Red Light Violation,75.00,07/24/2020 01:09:00 PM,75.00,,75.00,0.00,,,,,,,,
56546667,4AW5613,01,22,MD,HOND,Erdman Ave SB @ Federal St,030,Red Light Violation,75.00,07/24/2020 01:06:00 PM,75.00,,75.00,0.00,,,,,,,,
56546659,382Z55,07,22,MD,TOYT,Wilkens Ave WB @ Caton Ave,030,Red Light Violation,75.00,07/24/2020 01:04:00 PM,75.00,,75.00,0.00,,,,,,,,
56546600,3BZ7704,03,20,MD,TOYT,Pennsylvania Ave NB @ Dolphin,030,Red Light Violation,75.00,07/24/2020 12:54:00 PM,75.00,,75.00,0.00,,,,,,,,
56546618,2EB3675,05,22,MD,STRN,N Eutaw St NB @ W Saratoga St,030,Red Light Violation,75.00,07/24/2020 12:54:00 PM,75.00,,75.00,0.00,,,,,,,,
56546584,9DL6616,10,21,MD,FORD,Russell St NB @ Bush St,030,Red Light Violation,75.00,07/24/2020 12:47:00 PM,75.00,,75.00,0.00,,,,,,,,
56546576,15951LG,12,99,MD,PTRB,E Pratt St EB @ Light St,030,Red Light Violation,75.00,07/24/2020 12:46:00 PM,75.00,,75.00,0.00,,,,,,,,
56546980,2DB2169,10,19,MD,JEEP,Dundalk Ave NB @ O'Donnell St,030,Red Light Violation,75.00,07/24/2020 12:45:00 PM,75.00,,75.00,0.00,,,,,,,,
56544878,41620CJ,03,22,MD,NISS,The Alameda SB @ Argonne,030,Red Light Violation,75.00,07/24/2020 12:38:00 PM,75.00,,75.00,0.00,,,,,,,,
56546972,3DY9840,07,21,MD,KIA,Reisterstown Rd NB @ W Cold Sp,030,Red Light Violation,75.00,07/24/2020 12:38:00 PM,75.00,,75.00,0.00,,,,,,,,
56546501,7DY4053,08,20,MD,FORD,N President St SB @ E Fayette,030,Red Light Violation,75.00,07/24/2020 12:34:00 PM,75.00,,75.00,0.00,,,,,,,,
56546451,4CJ3145,06,22,MD,LEXS,W Belvedere Ave EB @ Park Heig,030,Red Light Violation,75.00,07/24/2020 12:32:00 PM,75.00,,75.00,0.00,,,,,,,,
56550222,7EC9507,04,22,MD,TSMR,Liberty Heights Ave WB @ W Nor,030,Red Light Violation,75.00,07/24/2020 12:29:00 PM,75.00,,75.00,0.00,,,,,,,,
56545925,3EF8187,05,20,MD,FORD,Pennsylvania Ave SB @ Dolphin,030,Red Light Violation,75.00,07/24/2020 12:25:00 PM,75.00,,75.00,0.00,,,,,,,,
56545917,8DJ6917,07,20,MD,CHEV,Pennsylvania Ave SB @ Dolphin,030,Red Light Violation,75.00,07/24/2020 12:25:00 PM,75.00,,75.00,0.00,,,,,,,,
56546493,6EE3553,07,21,MD,HYUN,Park Heights Ave NB @ W Belved,030,Red Light Violation,75.00,07/24/2020 12:10:00 PM,75.00,,75.00,0.00,,,,,,,,
56546014,9BT0091,11,20,MD,KIA,S MLK Jr Blvd SB @ W Pratt St,030,Red Light Violation,75.00,07/24/2020 12:09:00 PM,75.00,,75.00,0.00,,,,,,,,
56546360,LG97134,12,99,MD,FORD,Hillen Rd NB @ E Cold Spring L,030,Red Light Violation,75.00,07/24/2020 11:54:00 AM,75.00,,75.00,0.00,,,,,,,,
56550206,GCA8441,12,20,OH,SUBA,S MLK Jr Blvd SB @ W Pratt St,030,Red Light Violation,75.00,07/24/2020 11:53:00 AM,75.00,,75.00,0.00,,,,,,,,
56546329,8DW3036,07,21,MD,MERC,W Belvedere Ave EB @ Park Heig,030,Red Light Violation,75.00,07/24/2020 11:45:00 AM,75.00,,75.00,0.00,,,,,,,,
56544613,UST3361,00,0,VA,HOND,Gwynns Falls Pkwy WB @ Reister,030,Red Light Violation,75.00,07/24/2020 11:43:00 AM,75.00,,75.00,0.00,,,,,,,,
56544621,8DX3504,09,21,MD,JEEP,E Madison St WB @ N Linwood Av,030,Red Light Violation,75.00,07/24/2020 11:43:00 AM,75.00,,75.00,0.00,,,,,,,,
56545859,5DT7749,04,21,MD,NISS,S MLK Jr Blvd SB @ W Pratt St,030,Red Light Violation,75.00,07/24/2020 11:42:00 AM,75.00,,75.00,0.00,,,,,,,,
56546865,4DX3925,06,21,MD,FORD,Pulaski Hwy EB @ N North Point,030,Red Light Violation,75.00,07/24/2020 11:34:00 AM,75.00,,75.00,0.00,,,,,,,,
56546857,3EB4320,11,21,MD,HOND,Pennsylvania Ave NB @ Dolphin,030,Red Light Violation,75.00,07/24/2020 11:30:00 AM,75.00,,75.00,0.00,,,,,,,,
56546840,9EE2346,04,22,MD,TOYT,N Calvert St NB @ E Baltimore,030,Red Light Violation,75.00,07/24/2020 11:30:00 AM,75.00,,75.00,0.00,,,,,,,,
56546832,3EE2272,04,20,MD,FORD,Pennsylvania Ave SB @ Dolphin,030,Red Light Violation,75.00,07/24/2020 11:26:00 AM,75.00,,75.00,0.00,,,,,,,,
56546709,1CY8479,05,21,MD,CHEV,Harford Ave NB @ E North Ave,030,Red Light Violation,75.00,07/24/2020 11:25:00 AM,75.00,,75.00,0.00,,,,,,,,
56544670,9DY4584,08,21,MD,CHEV,W Northern Pkwy EB @ N Charles,030,Red Light Violation,75.00,07/24/2020 11:17:00 AM,75.00,,75.00,0.00,,,,,,,,
56546543,ZNE8540,00,0,PA,FORD,S Monroe St NB @ Washington Bl,030,Red Light Violation,75.00,07/24/2020 11:09:00 AM,75.00,,75.00,0.00,,,,,,,,
